employee_id,fullname,area,position,department,division,directorate,grade,education,major,years_of_service_months,CEX,CSI,FTC,GDR,IDS,LIE,QDD,SEA,STO,VCU,rating_2025,iq,mbti,pauli,faxtor,disc,qtq,tiki,Papi_A,Papi_B,Papi_C,Papi_D,Papi_E,Papi_F,Papi_G,Papi_I,Papi_K,Papi_L,Papi_N,Papi_O,Papi_P,Papi_R,Papi_S,Papi_T,Papi_V,Papi_W,Papi_X,Papi_Z,strength_1,strength_2,strength_3,strength_4,strength_5,tenure_years,competency_mean,cognitive_index,is_top_performer,strength_count,grade_num,strength_match_score,success_score
EMP101400,Rendra Rachman Wijaya,HQ,Data Analyst,Finance,Product Dev,Technology,V,S2,Engineering,18,0.03030303,0.030612245,4,4,0.04040404,4,,0.04040404,3,0.04040404,4,106,INFJ,64,34,CI,34,7,5,6,5,6,8,1,,0.5,1,1,9,8,0,,5,9,7,0.25,,9,Relator,Adaptability,Developer,Woo,,0.120805369,3.777777778,0.562571757,0,4,1,0,13.58322823
EMP101401,Evi Situmorang,Plant,Brand Executive,Finance,Sales,Commercial,V,D3,Design,74,0.01010101,0.020408163,2,2,0.03030303,1,,0.02020202,1,0.02020202,2,138,ESTP,44,32,CS,27,4,9,3,4,6,5,8,3,0.5,9,2,2,8,1,5,9,2,8,1,5,7,Ideation,Positivity,Arranger,Consistency,Harmony,0.496644295,1.888888889,0.562571757,0,5,1,0,20.78230536
EMP101402,Wulan Dharma Nugroho,HQ,Data Analyst,IT,Operations,Commercial,III,S2,Economics,86,0.03030303,0.020408163,3,,0.02020202,4,2,0.03030303,4,0.02020202,3,129,ENTP,71,87,DC,37,3,1,2,3,9,6,5,8,1,7,3,4,9,0.25,8,3,5,,0,9,8,Futuristic,,Empathy,Includer,Command,0.577181208,2.888888889,0.845005741,0,4,0,1,31.76185501
EMP101403,Oktavia Jatmiko Utami,HQ,Data Analyst,Operations,Product Dev,Technology,V,D3,Psychology,71,0.04040404,0.040816327,3,3,0.04040404,4,3,0.03030303,4,0.04040404,4,122,ESTJ,55,81,SC,31,9,1,5,7,1,8,1,4,0.5,,1,9,3,0.375,3,6,,5,0.625,6,2,Significance,Input,Harmony,Relator,Developer,0.476510067,3.7,0.745120551,0,5,1,0,19.86356929
EMP101404,Rizky Salsabila,Plant,Sales Supervisor,IT,Operations,Commercial,IV,S2,Statistics,43,0.04040404,0.040816327,3,4,0.03030303,4,3,0.03030303,3,0.03030303,,104,ENTP,62,94,DS,31,1,8,6,3,9,6,5,5,0.25,9,9,7,7,0.625,1,9,7,,0.125,7,2,Responsibility,Adaptability,Harmony,Restorative,Competition,0.288590604,3.5,0.72445465,0,5,0.5,1,30.74509074
EMP101405,Putri Purnama,HQ,Sales Supervisor,Finance,Talent Management,HR & Corp Affairs,III,D3,Statistics,71,0.02020202,0.020408163,,2,0.01010101,1,2,0.01010101,2,0.02020202,,124,,99,24,CI,18,8,3,2,1,5,7,2,6,0,9,1,8,5,1,4,8,6,9,0.375,4,1,Developer,Individualization,Woo,Belief,Communication,0.476510067,1.777777778,0.659012629,0,5,0,0,14.95791163
EMP101406,Ahmad Zulfikar Rohman,Distribution,Sales Supervisor,Finance,Product Dev,Technology,III,S1,Economics,82,0.04040404,0.030612245,3,2,0.03030303,,2,0.03030303,3,0.03030303,3,117,ENFJ,76,35,ID,25,5,1,9,1,9,2,1,4,0.125,9,9,1,5,0.375,5,8,3,3,0.375,3,7,Connectedness,Communication,Arranger,Focus,Maximizer,0.55033557,3,0.607347876,0,5,0,0,13.67611518
EMP101407,Zahra Jatmiko Hartanto,Store,Finance Officer,Finance,Operations,HR & Corp Affairs,V,D3,Design,23,0.03030303,0.020408163,4,3,0.02020202,3,3,0.02020202,3,0.03030303,3,136,,74,64,IS,18,4,4,9,3,2,,7,2,0.125,7,4,3,3,0.125,4,9,1,7,0.5,1,5,Includer,Focus,Adaptability,Communication,Deliberative,0.154362416,2.9,0.738231917,0,5,1,0,14.88431575
EMP101408,Vania Aji Ginting,HQ,Finance Officer,R&D,Product Dev,HR & Corp Affairs,V,S2,Design,53,0.03030303,0.010204082,3,,0.04040404,3,3,0.03030303,2,0.03030303,3,102,INTP,99,35,,18,3,2,2,3,,5,6,1,0.75,7,,2,5,0.625,,2,8,6,0.5,4,8,Input,Connectedness,Focus,Learner,Consistency,0.355704698,2.888888889,0.603903559,0,5,1,0,18.77545436
EMP101409,Rendra Utama Handayani,Plant,Finance Officer,Operations,Sales,HR & Corp Affairs,V,SMA,Engineering,58,0.04040404,0.020408163,3,4,0.04040404,3,3,,2,,3,103,INFJ,70,57,DS,26,5,3,2,9,4,3,2,6,0.375,8,5,5,2,0.25,1,2,1,3,0.625,,4,Maximizer,,Connectedness,Ideation,Deliberative,0.389261745,3.25,0.617680827,0,4,1,0,
EMP101410,Andi Ganesha Handayani,Store,Finance Officer,Operations,Product Dev,Commercial,V,S2,Business,46,0.03030303,0.020408163,3,3,0.03030303,,3,0.03030303,3,0.04040404,3,91,ENFJ,58,67,CD,33,2,7,5,2,4,4,2,8,0.25,5,1,2,6,0.625,8,8,6,2,0.875,3,1,Competition,Belief,,Adaptability,Arranger,0.308724832,3.111111111,0.583237658,0,4,1,0,17.97992261
EMP101411,Dwi Firmansyah,Distribution,Sales Supervisor,R&D,Digital Marketing,Commercial,IV,S1,Business,73,0.03030303,0.020408163,2,3,0.03030303,3,3,0.04040404,3,,3,,ESTP,63,84,DC,30,10,6,4,9,1,2,7,4,1,3,8,7,9,0.875,4,8,7,2,1,3,8,,Intellection,Consistency,Activator,Belief,0.489932886,3,0.523823192,0,4,0.5,2,
EMP101412,Mahendra Kurniawan,Store,HRBP,IT,Sales,HR & Corp Affairs,III,S2,Business,38,0.03030303,0.010204082,4,3,0.03030303,3,3,0.03030303,3,0.04040404,3,,ISTP,86,64,,19,5,8,1,4,5,2,8,7,1,1,4,3,1,0.375,2,,6,6,0,9,6,,Command,Deliberative,Achiever,Significance,0.255033557,3.1,0.467853042,0,4,0,0,12.10098743
EMP101413,Nugroho Fadillah Rahmawati,Distribution,Sales Supervisor,R&D,Operations,Commercial,V,D3,Engineering,24,0.04040404,0.030612245,,3,0.04040404,4,4,0.03030303,3,0.04040404,4,104,ENFP,76,82,CI,29,3,9,1,2,8,4,,6,0.125,5,9,6,9,0.125,1,3,1,6,0.125,3,8,,Self-Assurance,Arranger,Focus,Relator,0.161073826,3.666666667,0.731343284,0,4,1,1,29.44198275
EMP101414,Rafa Lestari,Distribution,HRBP,IT,Talent Management,Technology,IV,S1,Psychology,39,0.03030303,0.030612245,3,4,0.02020202,2,3,0.03030303,3,0.03030303,3,127,ENTJ,83,44,SC,19,9,3,8,3,,7,9,1,1,,6,3,7,0.75,3,6,6,5,0.75,7,4,Command,Responsibility,Communication,Discipline,Input,0.261744966,3,0.690011481,0,5,0.5,0,19.54717195
EMP101415,Hadi Adi Anggara,Distribution,Supply Planner,IT,Digital Marketing,Technology,IV,S1,Design,58,0.04040404,0.040816327,5,4,,5,4,0.03030303,3,0.04040404,4,96,ENFP,26,68,,21,4,7,6,6,9,1,9,8,,1,5,2,1,,6,5,5,5,0.5,6,5,Connectedness,Communication,Strategic,Intellection,Woo,0.389261745,4.111111111,0.45924225,0,5,0.5,1,
EMP101416,Prasetyo Tri Halim,HQ,Brand Executive,Marketing,Digital Marketing,HR & Corp Affairs,III,D3,Business,1,0.01010101,0.010204082,1,2,0.02020202,1,3,0.02020202,2,0.02020202,2,,ESTP,89,78,DS,,1,3,6,9,6,2,1,7,1,5,3,7,7,0,6,4,1,3,0.25,,5,Adaptability,,Command,Achiever,Futuristic,0.006711409,1.8,0.683122847,0,4,0,1,26.56510504
EMP101417,Arif Halim,Distribution,Finance Officer,R&D,Talent Management,Commercial,V,D3,Statistics,34,0.01010101,0.010204082,2,2,,2,2,0.02020202,,0.01010101,2,127,INFP,87,55,IC,29,1,6,3,6,8,7,7,4,0.5,1,6,6,8,0.375,4,3,1,4,0,6,6,Maximizer,Self-Assurance,Individualization,Context,Woo,0.228187919,1.75,0.748564868,0,5,1,1,
EMP101418,Kartika Kurniawan,Store,Supply Planner,Finance,Sales,Commercial,IV,SMA,Psychology,3,0.03030303,0.010204082,2,2,0.01010101,2,1,0.02020202,2,,2,105,INFJ,40,32,SC,36,1,7,9,7,7,5,1,4,0,1,3,7,3,0.375,7,2,3,2,,5,5,Responsibility,Belief,Strategic,Futuristic,Empathy,0.020134228,1.888888889,0.455797933,0,5,0.5,1,
EMP101419,Bella Siregar,HQ,Brand Executive,R&D,Operations,Technology,V,D3,Engineering,13,0.04040404,0.010204082,2,4,0.03030303,2,4,0.04040404,3,0.04040404,3,87,ESTP,38,31,SI,36,10,7,6,6,1,2,,2,0.875,2,9,7,6,0.375,6,1,6,1,,4,7,Futuristic,Significance,Communication,Woo,Restorative,0.087248322,3.2,0.414466131,0,5,1,2,
EMP101420,Cahyo Rachman Indrawan,Plant,Finance Officer,HR,Sales,Technology,IV,SMA,Business,73,0.03030303,0.030612245,4,3,0.03030303,4,4,0.050505051,3,0.03030303,4,95,ENFP,23,43,,30,4,2,5,7,5,6,2,2,0.5,3,8,6,6,0.25,5,6,7,1,0.75,9,1,Command,Harmony,,Futuristic,Significance,0.489932886,3.6,0.390355913,0,4,0.5,1,29.6360003
EMP101421,Galih Santoso,HQ,Finance Officer,R&D,Sales,Commercial,V,S1,Statistics,81,0.03030303,0,2,2,,3,1,0.02020202,2,,4,119,ENTJ,97,87,IS,22,6,4,2,,3,9,,8,0,9,1,7,6,0.75,1,3,2,5,1,5,6,Command,Empathy,Discipline,Adaptability,Significance,0.543624161,2,0.858783008,0,5,1,0,
EMP101422,Hana Pratomo,Distribution,HRBP,Operations,Operations,Technology,III,SMA,Design,33,,0.010204082,3,2,0.03030303,2,1,0.02020202,2,0.02020202,2,120,INFJ,38,72,ID,27,5,9,5,3,3,4,2,2,0,4,4,,7,0.25,3,5,9,5,,3,,Focus,Deliberative,Achiever,Communication,Analytical,0.22147651,2.111111111,0.621125144,0,5,0,0,
EMP101423,Galih Gunawan,Plant,Data Analyst,Finance,Product Dev,Technology,IV,S2,Psychology,69,0.02020202,0.030612245,3,,0.03030303,,3,0.03030303,3,,3,111,,25,45,ID,33,8,9,3,3,8,8,4,5,0.625,5,4,,2,0.375,7,,9,8,1,8,7,Achiever,Ideation,Maximizer,Self-Assurance,Empathy,0.463087248,3,0.483352468,0,5,0.5,1,
EMP101424,Yoga Aji Hidayat,Distribution,Supply Planner,IT,Product Dev,Commercial,V,S2,Statistics,78,0.02020202,0.030612245,3,3,0.04040404,2,3,0.04040404,4,0.02020202,3,,ENFJ,33,93,CS,32,8,2,9,1,6,2,6,2,0.75,,9,,9,1,9,5,9,9,0.125,4,1,Context,Command,Individualization,,Relator,0.523489933,3.1,0.433409874,0,4,1,0,18.39720394
EMP101425,Wahyu Aji Situmorang,Plant,Sales Supervisor,Marketing,Operations,Commercial,IV,SMA,Statistics,53,0.03030303,0.010204082,2,2,0.03030303,2,2,0.02020202,2,0.01010101,2,,ENFJ,95,44,CD,,3,1,3,2,8,,8,1,0.125,6,1,8,7,0.75,5,7,2,4,0.375,8,7,Restorative,Developer,,Achiever,Arranger,0.355704698,2.1,0.533869116,0,4,0.5,1,29.37056447
EMP101426,Utami Yulianto,HQ,Supply Planner,Operations,Product Dev,Commercial,IV,D3,Economics,27,0.02020202,0.020408163,2,3,0.03030303,4,4,0.02020202,3,,3,107,ESFP,84,29,CS,32,6,7,4,3,3,1,7,3,0.75,9,7,7,,,,3,8,6,0.625,3,3,Learner,Achiever,Individualization,Woo,Adaptability,0.181208054,2.888888889,0.607347876,0,5,0.5,0,
EMP101427,Arif Pratama,Store,Sales Supervisor,Marketing,Digital Marketing,HR & Corp Affairs,V,S2,Psychology,53,,0.030612245,4,3,,4,4,0.050505051,,0.04040404,4,,ESTJ,87,68,,,3,3,5,1,5,2,7,9,,3,,5,,,5,6,3,4,0.125,4,7,Command,Achiever,Significance,Focus,Responsibility,0.355704698,4,0.625717566,0,5,1,0,
EMP101428,Umar Wibowo,HQ,Data Analyst,IT,Sales,HR & Corp Affairs,V,D3,Economics,90,0.050505051,1,5,5,0.04040404,5,5,0.050505051,99,0.050505051,5,,,42,59,CI,30,7,4,7,8,6,2,4,4,0.75,5,7,9,6,0.875,3,8,6,,0,9,5,Positivity,Restorative,Input,Empathy,,0.604026846,23.7,0.312858783,1,4,1,1,40.23205539
EMP101429,Yoga Erlangga Hidayat,Store,HRBP,Finance,Talent Management,Technology,III,D3,Statistics,40,0.03030303,0.010204082,3,4,0.03030303,4,3,0.03030303,3,0.03030303,3,80,ENFJ,22,25,CS,33,3,2,4,4,1,7,2,8,0,3,5,6,7,0.875,4,3,1,3,,,5,Individualization,Context,Positivity,Self-Assurance,Strategic,0.268456376,3.1,0.280137773,0,5,0,1,
EMP101430,Iman Fauziah,Distribution,HRBP,R&D,Talent Management,Commercial,III,S1,Business,22,0.03030303,0.010204082,1,2,0.02020202,3,,0.02020202,2,0.02020202,2,139,ENTJ,88,90,DI,29,6,4,4,7,5,1,,,0.5,1,6,1,5,0.875,1,4,3,7,0.875,1,4,Significance,Competition,Harmony,Arranger,Includer,0.147651007,2.111111111,0.931113662,0,5,0,0,18.86713542
EMP101431,Valdo Rahmawati,Distribution,Brand Executive,Marketing,Sales,Commercial,IV,D3,Design,68,0.04040404,0.040816327,,,0.03030303,4,4,0.04040404,4,1,4,,ISFJ,33,54,ID,,5,,4,6,8,4,7,8,,9,4,5,5,0,9,5,2,3,0.5,5,4,Woo,Positivity,Intellection,Arranger,Learner,0.456375839,15.875,0.24684271,0,5,0.5,1,
EMP101432,Lestari Hasibuan,HQ,Sales Supervisor,Marketing,Product Dev,HR & Corp Affairs,IV,D3,Psychology,45,0.03030303,0.010204082,2,4,0.03030303,4,3,0.02020202,3,0.03030303,3,,ISFJ,62,45,SI,,10,4,1,9,1,1,3,,0.375,5,1,7,5,1,5,9,4,3,0.75,7,6,Connectedness,Context,Focus,Empathy,,0.302013423,2.9,0.390355913,0,4,0.5,0,15.70359223
EMP101433,Anisa Zulfikar Rohman,Distribution,Data Analyst,IT,Operations,Technology,IV,SMA,Statistics,61,0.01010101,0.010204082,3,2,0.02020202,,1,0.01010101,3,0.01010101,4,124,ISFP,94,70,DS,29,10,8,3,7,6,6,6,9,0.375,1,5,2,3,0.625,1,6,6,,0.125,5,5,Adaptability,Command,Includer,Belief,Developer,0.409395973,1.777777778,0.845005741,0,5,0.5,0,16.71503356
EMP101434,Vania Rachman Gunawan,Store,Supply Planner,Marketing,Sales,Commercial,V,D3,Statistics,55,0.03030303,0.020408163,3,,,4,3,0.03030303,2,0.02020202,3,,INFJ,89,93,ID,,8,4,7,6,3,1,2,7,0.375,6,,,1,0.25,1,4,2,9,0.375,2,3,Belief,Context,Consistency,Harmony,Maximizer,0.369127517,2.875,0.809414466,0,5,1,0,
EMP101435,Bayu Anggara,Distribution,Finance Officer,Marketing,Sales,Commercial,IV,D3,Engineering,25,0.02020202,0,2,2,0.02020202,1,3,0.02020202,3,0.01010101,2,,ISFP,59,92,CS,,6,6,1,,2,9,6,3,0.5,3,3,3,3,0.5,6,7,7,9,0.75,7,4,Empathy,Restorative,Focus,Context,Command,0.167785235,1.9,0.619977038,0,5,0.5,1,30.19778746
EMP101436,Nabila Hartanto,Store,HRBP,HR,Sales,Technology,IV,D3,Business,66,0.03030303,0.020408163,4,4,0.050505051,4,,,5,0.04040404,4,80,ESFP,48,69,CD,25,3,9,4,,3,7,5,8,0.375,9,,8,4,1,1,6,5,5,0.125,7,9,Communication,Input,,Self-Assurance,Command,0.44295302,4,0.493685419,0,4,0.5,1,
EMP101437,Kurnia Zulfikar Indrawan,Plant,HRBP,R&D,Talent Management,HR & Corp Affairs,V,D3,Engineering,25,0.04040404,0.030612245,4,4,0.050505051,4,3,0.04040404,5,0.050505051,4,125,INTJ,75,47,CD,35,2,8,9,7,4,6,2,7,0.375,7,2,2,6,0.625,8,6,1,4,,4,9,Individualization,Empathy,Maximizer,Woo,Adaptability,0.167785235,4.2,0.696900115,0,5,1,0,
EMP101438,Kurnia Fauziah,Distribution,Brand Executive,Operations,Operations,Commercial,III,SMA,Psychology,7,0.01010101,0.020408163,2,3,0.01010101,,2,0.02020202,2,0.02020202,2,140,,57,62,SI,27,6,,6,8,3,1,9,6,0.5,8,5,4,,0.625,1,6,7,2,0,9,5,Futuristic,Significance,Responsibility,Intellection,Adaptability,0.046979866,2,0.72445465,0,5,0,2,42.36998386
EMP101439,Oka Anugrah Hidayat,Store,Sales Supervisor,Operations,Digital Marketing,Commercial,IV,S2,Economics,57,0.02020202,,3,4,0.03030303,4,,,3,0.04040404,5,123,ISFP,27,32,,25,9,2,9,5,5,8,4,5,0.375,4,6,,2,0.125,9,2,1,1,0.625,4,3,Connectedness,Positivity,Deliberative,Competition,Activator,0.382550336,3.285714286,0.462686567,1,5,0.5,1,
EMP101440,Ari Lestari Fauziah,HQ,Brand Executive,HR,Talent Management,HR & Corp Affairs,IV,S1,Economics,62,0.050505051,0.030612245,4,4,0.04040404,5,3,0.04040404,4,0.03030303,4,119,,22,71,IC,24,1,2,3,3,2,9,5,9,0.125,7,2,7,8,1,,,1,6,0.125,4,1,Input,Strategic,Significance,Consistency,,0.416107383,4,0.535017222,0,4,0.5,0,15.94580911
EMP101441,Mahendra Pradana,Distribution,Supply Planner,Finance,Talent Management,Technology,III,S2,Business,103,0.03030303,0.020408163,3,2,0.02020202,4,3,,4,0.03030303,3,134,ENFJ,97,27,DS,26,8,7,,9,8,5,7,7,0.5,7,2,4,9,0.75,,2,,9,,3,6,Woo,Command,Futuristic,Individualization,Includer,0.691275168,3,0.72445465,0,5,0,1,
EMP101442,Valdo Saputra Fauziah,Store,Data Analyst,Operations,Digital Marketing,Commercial,III,SMA,Business,65,0.03030303,0.020408163,3,4,0.03030303,3,3,0.03030303,3,0.03030303,3,94,ESTJ,28,88,DC,17,8,9,5,,9,5,5,5,0.375,4,2,9,3,0.25,4,8,5,3,0,1,8,Deliberative,Developer,Relator,Adaptability,Responsibility,0.436241611,3.1,0.528128588,0,5,0,0,11.23560772
EMP101443,Teguh Iqbal Siregar,Plant,Data Analyst,R&D,Digital Marketing,HR & Corp Affairs,IV,S1,Business,54,0.04040404,0.030612245,4,4,0.04040404,3,,0.04040404,99,0.050505051,4,92,ESFJ,76,32,SI,20,7,,1,,2,1,1,,0.875,8,7,2,2,0.5,8,9,4,6,0.5,4,1,Adaptability,,Command,Consistency,Individualization,0.362416107,14.55555556,0.500574053,0,4,0.5,0,16.74832508
EMP101444,Rizky Siregar,Plant,HRBP,Finance,Operations,Technology,IV,S2,Psychology,63,0.03030303,0.020408163,4,,0.04040404,2,2,0.03030303,3,0.02020202,3,86,ISFP,24,88,CD,19,6,9,5,6,9,1,,4,0.125,,9,2,8,0.25,,,,2,0,9,6,,Learner,Deliberative,Belief,Analytical,0.422818792,2.888888889,0.486796785,0,4,0.5,0,11.56578166
EMP101445,Ayunda Qolbi Hartanto,Distribution,Data Analyst,IT,Talent Management,Commercial,V,D3,Psychology,45,0.02020202,0.020408163,4,2,0.02020202,3,3,0.04040404,3,0.03030303,3,108,ESTP,95,96,SI,25,8,5,3,7,1,8,4,6,1,8,4,4,6,0.375,2,1,1,1,,3,9,Restorative,Maximizer,,Analytical,Deliberative,0.302013423,2.9,0.862227325,0,4,1,1,
EMP101446,Fitri Adi Pratomo,Store,HRBP,Finance,Operations,HR & Corp Affairs,III,SMA,Economics,67,0.04040404,0.030612245,5,4,0.050505051,4,5,0.050505051,5,0.050505051,5,94,ENTP,65,65,SI,18,5,7,8,1,8,9,4,7,0.5,2,4,4,4,0.5,4,1,6,9,0.125,1,,Focus,Restorative,Intellection,Developer,Harmony,0.44966443,4.6,0.56946039,1,5,0,2,44.41635936
EMP101447,Rendra Pramudita Situmorang,Plant,HRBP,R&D,Talent Management,Commercial,III,SMA,Business,52,0.03030303,0.030612245,3,3,0.03030303,3,2,0.03030303,3,0.02020202,3,94,ENTP,22,83,DC,31,4,9,3,7,7,8,6,9,0.375,5,5,7,7,0.125,8,8,9,,1,9,,Relator,Futuristic,Includer,Empathy,Ideation,0.348993289,2.9,0.524684271,0,5,0,1,28.26574752
EMP101448,Dewi Herlambang,HQ,HRBP,Marketing,Talent Management,Technology,V,D3,Economics,5,0.050505051,0.030612245,4,5,0.04040404,4,4,0.050505051,,0.04040404,4,,,67,27,IC,,8,6,6,2,4,1,7,8,0,9,9,6,6,0,9,3,5,5,,8,9,Deliberative,Restorative,Competition,,Responsibility,0.033557047,4.333333333,0.304247991,0,4,1,1,
EMP101449,Bella Hidayat,HQ,Brand Executive,IT,Digital Marketing,Commercial,III,S1,Engineering,73,0.01010101,0.010204082,2,1,0.01010101,,1,0.02020202,1,0.01010101,1,117,ESFJ,62,77,IS,23,7,8,3,7,7,1,4,6,0.125,3,5,1,4,0.5,5,5,7,4,0.125,9,,Arranger,,Context,Ideation,Relator,0.489932886,1.333333333,0.703788749,0,4,0,0,12.96564921
EMP101450,Fajar Iqbal Permadi,Store,HRBP,HR,Talent Management,Commercial,IV,S2,Engineering,42,0.03030303,0.030612245,4,4,0.04040404,5,4,0.04040404,5,0.03030303,4,98,INTJ,71,63,ID,29,6,2,8,6,2,1,7,5,0.25,5,1,1,3,0.125,9,6,7,1,0.25,6,7,Achiever,Strategic,Activator,Context,Ideation,0.281879195,4,0.638346728,0,5,0.5,1,28.31553899
EMP101451,Bayu Kusuma,HQ,Brand Executive,Finance,Operations,Commercial,III,S1,Psychology,103,0.050505051,0.040816327,5,4,0.050505051,4,5,0.050505051,5,0.050505051,5,125,INTJ,100,76,DC,25,6,1,1,4,5,1,1,7,0.5,6,,9,3,,8,2,2,7,,5,4,Maximizer,Learner,Belief,Restorative,Futuristic,0.691275168,4.8,0.862227325,1,5,0,2,
EMP101452,Dimas Wibowo,Plant,Finance Officer,Finance,Operations,HR & Corp Affairs,IV,S1,Statistics,25,0.02020202,0.010204082,2,3,0.02020202,,2,0.02020202,2,0.02020202,2,128,INTP,97,52,DS,20,9,,,5,7,5,8,7,0.875,4,9,3,2,0,6,5,5,,0.25,9,2,Adaptability,Discipline,Communication,Responsibility,Intellection,0.167785235,2.111111111,0.772675086,0,5,0.5,1,29.51220868
EMP101453,Adi Saputra Pratomo,Store,HRBP,R&D,Sales,Technology,III,S1,Economics,68,0.03030303,0.030612245,3,3,0.050505051,3,4,0.03030303,4,0.04040404,4,106,ESFP,75,53,ID,27,8,,1,7,5,,8,8,0.625,8,4,9,3,1,8,9,8,3,0.25,5,8,Individualization,Learner,Strategic,Deliberative,,0.456375839,3.6,0.645235362,0,4,0,0,17.45261562
EMP101454,Utami Adi Siregar,Plant,Sales Supervisor,Finance,Product Dev,HR & Corp Affairs,IV,D3,Design,45,0.04040404,0.030612245,2,3,0.03030303,3,4,0.03030303,3,0.04040404,3,,,20,63,CD,40,6,9,1,2,1,2,4,5,0.125,6,4,1,5,1,8,4,8,5,0.375,5,8,Connectedness,Positivity,Intellection,Empathy,Self-Assurance,0.302013423,3.3,0.274110218,0,5,0.5,2,43.18293594
EMP101455,Galih Mahardika Wibowo,Distribution,Supply Planner,HR,Digital Marketing,Technology,III,SMA,Economics,68,0.03030303,0.030612245,5,4,0.04040404,,5,0.04040404,4,0.050505051,4,83,ESFJ,39,56,CI,26,10,9,1,4,7,1,9,9,0.25,,7,8,8,0.5,1,6,2,1,0.125,7,9,Learner,Achiever,Harmony,Self-Assurance,Connectedness,0.456375839,4.222222222,0.455797933,0,5,0,1,27.14915043
EMP101456,Nurlita Rachman Ramadhan,Distribution,HRBP,Operations,Sales,Technology,V,SMA,Business,59,0.050505051,0.040816327,4,5,0.03030303,5,4,0.04040404,5,0.04040404,4,123,ESFP,99,29,,34,8,1,7,8,8,2,,4,,2,6,1,3,1,2,9,2,,0.5,5,2,Empathy,,Arranger,Focus,Relator,0.395973154,4.4,0.727898967,0,4,1,0,
EMP101457,Arif Simanjuntak,Distribution,Sales Supervisor,R&D,Talent Management,Technology,IV,S2,Business,93,0.02020202,0.010204082,2,,0.03030303,2,2,0.02020202,1,0.02020202,2,125,ESTJ,85,51,CI,15,8,5,6,4,3,3,9,7,0.875,6,7,1,7,0.375,1,6,7,7,0,6,3,Significance,Intellection,Futuristic,,Arranger,0.624161074,2,0.696900115,0,4,0.5,2,46.9277523
EMP101458,Oktavia Kusuma Pratama,Store,HRBP,Finance,Talent Management,HR & Corp Affairs,IV,S2,Design,22,0.04040404,,3,5,0.04040404,4,4,0.04040404,5,0.04040404,4,104,ENFP,39,46,,33,5,8,8,2,8,1,3,8,0.875,7,7,7,9,0.75,5,,8,8,0.5,9,7,Significance,Competition,Adaptability,Connectedness,,0.147651007,4.111111111,0.500574053,0,4,0.5,0,
EMP101459,Hadi Qolbi Ananda,Store,Data Analyst,Operations,Digital Marketing,Commercial,V,D3,Business,63,0.02020202,0.020408163,1,3,0.01010101,2,3,0.03030303,,0.02020202,4,98,ISFP,74,76,DC,30,4,8,9,4,5,3,5,3,0.875,1,2,2,,0.875,3,5,6,7,0.625,1,5,Analytical,Intellection,Maximizer,Adaptability,Relator,0.422818792,2.222222222,0.690011481,0,5,1,1,36.17747408
EMP101460,Zahra Fadillah Saputra,Store,HRBP,R&D,Digital Marketing,Technology,III,S1,Statistics,66,,0.040816327,5,5,0.050505051,5,5,0.050505051,5,,5,90,,67,22,IC,31,1,1,3,7,1,3,7,3,,5,2,8,9,0.125,7,4,9,,0.375,2,7,Arranger,Context,Empathy,Harmony,Activator,0.44295302,5,0.445464983,1,5,0,1,
EMP101461,Dimas Halim Wijaya,Distribution,Sales Supervisor,Operations,Digital Marketing,Commercial,III,S2,Design,76,0.03030303,0.030612245,2,3,0.03030303,3,3,0.03030303,3,0.02020202,3,80,INTJ,88,37,IS,33,2,2,1,2,8,6,,2,0.75,,4,,9,0.375,1,,4,5,0.75,9,2,Belief,Positivity,Learner,Command,Intellection,0.510067114,2.9,0.545350172,0,5,0,1,30.65277566
EMP101462,Dwi Pratomo,Distribution,Finance Officer,Finance,Digital Marketing,Commercial,IV,S2,Engineering,50,0.03030303,0.020408163,3,4,0.04040404,3,3,0.03030303,2,,3,137,INFP,79,41,DS,31,1,4,2,5,4,4,9,5,0.5,7,2,,3,,4,9,7,9,0.875,4,9,Woo,Ideation,Relator,Learner,Individualization,0.33557047,3.111111111,0.714121699,0,5,0.5,0,
EMP101463,Budi Mahendra,Distribution,Sales Supervisor,IT,Talent Management,Technology,V,S2,Economics,2,0.04040404,0.030612245,3,4,0.04040404,4,4,0.04040404,4,0.04040404,4,88,INFP,85,87,SD,27,10,1,6,3,2,6,8,9,0.5,9,7,8,2,0.125,7,,5,3,0.625,6,2,Positivity,Self-Assurance,Empathy,Restorative,Communication,0.013422819,3.9,0.741676234,0,5,1,2,46.58357238
EMP101464,Arif Utami,Store,Brand Executive,HR,Operations,Technology,IV,S2,Design,37,0.01010101,0,1,1,0.01010101,1,1,0.01010101,1,0.01010101,1,129,ISTJ,94,90,DS,29,2,9,2,9,4,8,1,1,1,5,6,4,3,0.75,8,8,9,1,1,1,6,Significance,Positivity,Includer,,,0.248322148,1,0.903559127,0,3,0.5,0,21.27215151
EMP101465,Oka Lestari Simanjuntak,Plant,Supply Planner,HR,Sales,Technology,V,S2,Design,84,,0.030612245,3,3,0.02020202,2,3,0.03030303,3,0.02020202,3,94,INFJ,83,84,CS,22,6,2,7,2,4,9,6,9,0.5,6,5,,8,0,,6,1,8,0,8,4,,Consistency,Discipline,Analytical,Focus,0.563758389,2.777777778,0.714121699,0,4,1,0,
